Beer_Name,ABV,IBU,Style,Ounces,Name.y,City,State
Lemongrass Saison,0.05,NA,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina, HI
Aloha B’ak’tun,0.07,NA,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina, HI
Liquid Breadfruit,0.082,NA,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina, HI
Sobrehumano Palena'ole,0.06,24,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI
La Perouse White,0.05,12,Witbier,12,Maui Brewing Company,Lahaina, HI
Flyin' HI.P.Hay,0.068,68,American IPA,12,Maui Brewing Company,Lahaina, HI
Mana Wheat,0.055,15,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI
Bikini Blonde Lager,0.045,18,Munich Helles Lager,12,Maui Brewing Company,Lahaina, HI
CoCoNut Porter,0.057,30,American Porter,12,Maui Brewing Company,Lahaina, HI
Big Swell IPA,0.062,65,American IPA,12,Maui Brewing Company,Lahaina, HI
12th Round,0.076,78,American Strong Ale,16,RoughTail Brewing Company,Midwest City, OK
RoughTail IPA,0.07,80,American IPA,16,RoughTail Brewing Company,Midwest City, OK
Polar Night Stout,0.08,NA,American Stout,16,RoughTail Brewing Company,Midwest City, OK
Slow Hand Stout,0.052,29,American Stout,16,Lucette Brewing Company,Menominee, WI
Mad Manatee IPA,0.065,NA,American IPA,12,Bold City Brewery,Jacksonville, FL
Killer Whale Cream Ale,0.055,NA,Cream Ale,12,Bold City Brewery,Jacksonville, FL
Duke's Cold Nose Brown Ale,0.06,NA,American Brown Ale,12,Bold City Brewery,Jacksonville, FL
Autumn Winds,0.058,NA,Märzen / Oktoberfest,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Flying Jenny Extra Pale Ale,0.06,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI
Hazy Day Belgian-Style Wit,0.04,20,Witbier,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Bring Back the Beach Blonde Ale,0.055,NA,American Blonde Ale,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Leaning Chimney Smoked Porter,0.06,34,American Porter,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Flying Jenny Extra Pale Ale (2012),0.06,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI
Flagship Ale,0.049,22,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly, RI
1800 Big Log Wheat (2012),0.05,NA,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln, NE
Double Play Pilsner,NA,NA,American Pilsner,12,Blue Blood Brewing Company,Lincoln, NE
Brewerhood Brown Ale,0.055,NA,American Brown Ale,12,Blue Blood Brewing Company,Lincoln, NE
Last Call Imperial Amber Ale,0.08,NA,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln, NE
Pernicious Double IPA,0.096,NA,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
6-4-3 Double Play Pilsner,0.052,NA,German Pilsener,12,Blue Blood Brewing Company,Lincoln, NE
N Street Drive-In 50th Anniversary IPA,NA,NA,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
467 Ethan's Stout,0.05,NA,American Stout,12,Blue Blood Brewing Company,Lincoln, NE
1335 Wicked Snout,0.064,NA,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln, NE
543 Skull Creek Fresh Hopped Pale Ale,0.045,NA,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,0.056,37,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
834 Happy As Ale,0.046,35,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
Bermuda Triangle Ginger Beer,0.045,NA,Herbed / Spiced Beer,12,Swashbuckler Brewing Company,Manheim, PA
Full Nelson Pale Ale,0.059,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
Steel Wheels ESB,0.065,30,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton, VA
Blue Mountain Classic Lager,0.053,22,Euro Pale Lager,12,Blue Mountain Brewery,Afton, VA
Full Nelson Pale Ale (2010),0.059,60,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
Starr Pils,0.042,20,German Pilsener,12,Starr Hill Brewery,Crozet, VA
Northern Lights India Pale Ale,0.065,52,American IPA,16,Starr Hill Brewery,Crozet, VA
Festie,0.048,12,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet, VA
Northern Lights India Pale Ale,0.065,52,American IPA,12,Starr Hill Brewery,Crozet, VA
One Claw,0.055,NA,American Pale Ale (APA),12,Westbrook Brewing Company,Mt. Pleasant, SC
Westbrook Gose,0.04,5,Gose,12,Westbrook Brewing Company,Mt. Pleasant, SC
White Thai,0.05,16,Witbier,12,Westbrook Brewing Company,Mt. Pleasant, SC
Westbrook IPA,0.068,65,American IPA,12,Westbrook Brewing Company,Mt. Pleasant, SC
Monkey Fist IPA,0.069,65,American IPA,12,Shipyard Brewing Company,Portland, ME
Shipyard Summer Ale,0.051,NA,American Pale Wheat Ale,12,Shipyard Brewing Company,Portland, ME
Pumpkinhead Ale,0.047,NA,Pumpkin Ale,12,Shipyard Brewing Company,Portland, ME
Shipyard Export,0.051,NA,American Blonde Ale,12,Shipyard Brewing Company,Portland, ME
Stout Ol' Friend,0.064,NA,American Stout,16,Revolution Brewing,Paonia, CO
Stout Ol' Friend (2012),0.064,NA,American Stout,16,Revolution Brewing,Paonia, CO
Rye Porter,NA,NA,American Porter,16,Revolution Brewing,Paonia, CO
Miner's Gold,0.05,NA,American Blonde Ale,16,Revolution Brewing,Paonia, CO
Vienna Lager,0.046,NA,Vienna Lager,16,Revolution Brewing,Paonia, CO
Jessie's Garage,0.056,NA,American Pale Ale (APA),16,Revolution Brewing,Paonia, CO
Colorado Red Ale,0.062,NA,American Amber / Red Ale,12,Revolution Brewing,Paonia, CO
Miner's Gold,NA,NA,American Blonde Ale,12,Revolution Brewing,Paonia, CO
Undun Blonde Ale,0.053,NA,American Blonde Ale,16,Natian Brewery,Portland, OR
CuDa Cascadian Dark Ale,0.074,NA,American Black Ale,16,Natian Brewery,Portland, OR
Old Grogham Imperial India Pale Ale,0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
Old Grogham Imperial India Pale Ale (2012),0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
CuDa Cascadian Dark Ale (2012),0.074,NA,American Black Ale,16,Natian Brewery,Portland, OR
Undun Blonde Ale (2012),0.053,NA,American Blonde Ale,16,Natian Brewery,Portland, OR
Kentucky Kölsch,0.043,NA,Kölsch,16,Alltech's Lexington Brewing Company,Lexington, KY
Kentucky IPA,0.065,NA,American IPA,16,Alltech's Lexington Brewing Company,Lexington, KY
G'KNIGHT,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Ten Fidy,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Deviant Dale's IPA,0.08,85,American Double / Imperial IPA,16,Oskar Blues Brewery (North Carol...,Brevard, NC
Old Chub,0.08,35,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Dale's Pale Ale,0.065,65,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC
Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC
Clem's Gold,0.053,NA,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
Lizzy's Red,0.055,NA,American Amber / Red Lager,16,Orlison Brewing Company,Airway Heights, WA
Orlison India Pale Lager,0.067,NA,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
Brünette,0.042,NA,Euro Dark Lager,16,Orlison Brewing Company,Airway Heights, WA
Havanüther,0.041,NA,Light Lager,16,Orlison Brewing Company,Airway Heights, WA
Agave Wheat,0.042,9,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
SummerBright Ale,0.045,15,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
Lucky U IPA,0.062,68,American IPA,12,Breckenridge Brewery,Denver, CO
Avalanche Ale,0.054,19,American Amber / Red Ale,12,Breckenridge Brewery,Denver, CO
Saison 88,0.055,30,Saison / Farmhouse Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Black IPA,0.071,95,American Black Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Santa Fe Irish Red Ale,0.045,NA,Irish Red Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Santa Fe Oktoberfest,NA,NA,Märzen / Oktoberfest,12,Santa Fe Brewing Company,Santa Fe, NM
Imperial Java Stout,0.08,NA,Russian Imperial Stout,12,Santa Fe Brewing Company,Santa Fe, NM
Freestyle Pilsner,0.055,NA,German Pilsener,12,Santa Fe Brewing Company,Santa Fe, NM
Happy Camper IPA,0.066,NA,American IPA,12,Santa Fe Brewing Company,Santa Fe, NM
Shark Bait,0.053,11,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami, FL
Gator Tail Brown Ale,0.053,30,American Brown Ale,12,Miami Brewing Company,Miami, FL
Miami Vice IPA,0.071,62,American IPA,12,Miami Brewing Company,Miami, FL
Big Rod Coconut Ale,0.053,16,American Blonde Ale,12,Miami Brewing Company,Miami, FL
Oak Aged Cider,0.065,NA,Cider,12,Schilling & Company,Seattle, WA
Ginger Cider,0.065,NA,Cider,12,Schilling & Company,Seattle, WA
Schilling Hard Cider,0.065,NA,Cider,12,Schilling & Company,Seattle, WA
Green House India Pale Ale,0.07,NA,American IPA,12,Hops & Grain Brewery,Austin, TX
The One They Call Zoe,0.051,NA,American Pale Lager,12,Hops & Grain Brewery,Austin, TX
Alteration,0.051,40,Altbier,12,Hops & Grain Brewery,Austin, TX
Pale Dog,0.06,50,American Pale Ale (APA),12,Hops & Grain Brewery,Austin, TX
Super G IPA,0.06,NA,American IPA,16,White Flame Brewing Company,Hudsonville, MI
1881 California Red,0.056,35,American Amber / Red Ale,12,Ruhstaller Beer Company,Sacramento, CA
CAPT Black IPA,0.073,55,American Black Ale,12,Ruhstaller Beer Company,Sacramento, CA
Ruhstaller's Gilt Edge Lager Beer,0.048,42,American Amber / Red Lager,12,Ruhstaller Beer Company,Sacramento, CA
CAPT Black IPA,0.073,55,American Black Ale,16,Ruhstaller Beer Company,Sacramento, CA
1881 California Red Ale,0.056,35,American Amber / Red Ale,16,Ruhstaller Beer Company,Sacramento, CA
Oval Beach Blonde Ale,0.05,11,American Blonde Ale,16,Saugatuck Brewing Company,Douglas, MI
Squeaky Bike Nut Brown Ale,0.04,NA,American Brown Ale,16,Moab Brewery,Moab, UT
Dead Horse Amber,0.04,NA,American Pale Wheat Ale,16,Moab Brewery,Moab, UT
Rocket Bike American Lager,0.04,NA,California Common / Steam Beer,16,Moab Brewery,Moab, UT
Johnny's American IPA,0.04,NA,American IPA,16,Moab Brewery,Moab, UT
Macon Progress Ale,0.05,NA,American Pale Ale (APA),12,Macon Beer Company,Macon, GA
Macon History Ale,0.055,NA,American Brown Ale,12,Macon Beer Company,Macon, GA
Dusty Trail Pale Ale,0.054,NA,American Pale Ale (APA),16,Amnesia Brewing Company,Washougal, WA
Damnesia,0.062,NA,American IPA,16,Amnesia Brewing Company,Washougal, WA
Desolation IPA,0.062,43,American IPA,16,Amnesia Brewing Company,Washougal, WA
Wolverine Premium Lager,0.047,15,American Pale Lager,12,Wolverine State Brewing Company,Ann Arbor, MI
Happy Cider,0.055,NA,Cider,16,Red Tank Cider Company,Bend, OR
Granny Smith Hard Apple Cider,0.069,NA,Cider,16,Cascadia Ciderworks United,Portland, OR
Dry Hard Apple Cider,0.069,NA,Cider,16,Cascadia Ciderworks United,Portland, OR
Sudice American Stout,0.07,58,American Stout,16,Fate Brewing Company,Boulder, CO
Parcae Belgian Style Pale Ale,0.05,20,Belgian Pale Ale,16,Fate Brewing Company,Boulder, CO
Norns Roggenbier,0.05,20,Roggenbier,16,Fate Brewing Company,Boulder, CO
Laimas Kölsch Style Ale,0.05,20,Kölsch,16,Fate Brewing Company,Boulder, CO
Moirai India Pale Ale,0.07,70,American IPA,16,Fate Brewing Company,Boulder, CO
Lazy Monk Bohemian Pilsner,0.05,NA,Czech Pilsener,16,Lazy Monk Brewing,Eau Claire, WI
Blown Out Brown,0.052,NA,American Brown Ale,12,Bitter Root Brewing,Hamilton, MT
Single Hop Ale,0.063,NA,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton, MT
Sawtooth Ale,0.054,NA,American Blonde Ale,12,Bitter Root Brewing,Hamilton, MT
Pub Beer,0.05,NA,American Pale Lager,12,10 Barrel Brewing Company,Bend, OR
Hat Trick Hop IPA,0.068,NA,American IPA,16,Tamarack Brewing Company,Lakeside, MT
Yard Sale Amber Ale,0.056,NA,American Amber / Red Ale,16,Tamarack Brewing Company,Lakeside, MT
Weiss Trash Culture,0.034,6,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT
Sea Hag IPA,0.062,NA,American IPA,12,New England Brewing Company,Woodbridge, CT
Elm City Pilsner,0.05,NA,American Pilsner,12,New England Brewing Company,Woodbridge, CT
Atlantic Amber Ale (2004),0.05,NA,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
668 Neighbor of the Beast12 oz.,0.09,NA,Belgian Pale Ale,12,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (12 oz.),0.088,85,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT
668 Neighbor of the Beast (16 oz.) (2010),0.09,NA,Belgian Pale Ale,16,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,85,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT
Elm City Lager (2007),0.05,NA,American Pilsner,12,New England Brewing Company,Woodbridge, CT
Atlantic Amber Ale (2007),0.05,NA,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
Sea Hag IPA (Current),0.062,NA,American IPA,12,New England Brewing Company,Woodbridge, CT
Dry Cider,0.065,NA,Cider,16,Seattle Cider Company,Seattle, WA
Dry Hard Cider,0.065,NA,Cider,16,Seattle Cider Company,Seattle, WA
Sand Island Lighthouse,0.051,25,Kölsch,12,Straight to Ale,Huntsville, AL
Lily Flagg Milk Stout,0.05,30,Milk / Sweet Stout,12,Straight to Ale,Huntsville, AL
Monkeynaut IPA,0.072,70,American IPA,12,Straight to Ale,Huntsville, AL
Heavy Machinery IPA Series #1: Heavy Fist,0.07,NA,American Black Ale,16,Austin Beerworks,Austin, TX
Fire Eagle IPA,0.062,NA,American IPA,12,Austin Beerworks,Austin, TX
Peacemaker,0.051,NA,American Pale Ale (APA),12,Austin Beerworks,Austin, TX
Pearl-Snap,0.053,NA,German Pilsener,12,Austin Beerworks,Austin, TX
Black Thunder,0.052,NA,Schwarzbier,12,Austin Beerworks,Austin, TX
Kölsch 151,0.049,16,Kölsch,12,Blue Mountain Brewery,Arrington, VA
Tybee Island Blonde,0.047,17,American Blonde Ale,12,Coastal Empire Beer Company,Savannah, GA
Savannah Brown Ale,0.062,55,American Brown Ale,12,Coastal Empire Beer Company,Savannah, GA
Helen's Blend,0.05,NA,Cider,12,Jack's Hard Cider (Hauser Estate...,Biglerville, PA
Jack's Hard Cider,0.051,NA,Cider,12,Jack's Hard Cider (Hauser Estate...,Biglerville, PA
Hazed & Infused,0.049,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Hoopla Pale Ale,0.057,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Hazed & Infused (2010),0.049,35,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Cascadian Dark Ale,0.06,75,American Black Ale,12,Coalition Brewing Company,Portland, OR
Wheat the People,0.044,13,American Pale Wheat Ale,16,Coalition Brewing Company,Portland, OR
Sanitas Saison Ale,0.058,20,Saison / Farmhouse Ale,12,Sanitas Brewing Company,Boulder, CO
Sanitas Black IPA,0.068,65,American Black Ale,12,Sanitas Brewing Company,Boulder, CO
Beaver Logger,0.052,19,American Pale Lager,12,Gore Range Brewery,Edwards, CO
Nectar of the Hops,0.08,NA,Mead,16,Redstone Meadery,Boulder, CO
Sunshine Nectar,0.08,NA,Mead,16,Redstone Meadery,Boulder, CO
Black Raspberry Nectar,0.08,NA,Mead,16,Redstone Meadery,Boulder, CO
Yellow Collar,0.059,NA,Mead,12,Blue Dog Mead,Eugene, OR
Green Collar,0.059,NA,Mead,12,Blue Dog Mead,Eugene, OR
Grazias,0.063,30,Cream Ale,16,Hess Brewing Company,San Diego, CA
Habitus IPA,0.08,86,American IPA,16,Hess Brewing Company,San Diego, CA
Ex Umbris Rye Imperial Stout,0.099,85,American Double / Imperial Stout,16,Hess Brewing Company,San Diego, CA
Patty's Chile Beer,0.042,NA,Chile Beer,12,Wynkoop Brewing Company,Denver, CO
Colorojo Imperial Red Ale,0.082,NA,American Strong Ale,12,Wynkoop Brewing Company,Denver, CO
Wynkoop Pumpkin Ale,0.055,NA,Pumpkin Ale,12,Wynkoop Brewing Company,Denver, CO
Rocky Mountain Oyster Stout,0.075,NA,American Stout,12,Wynkoop Brewing Company,Denver, CO
Belgorado,0.067,45,Belgian IPA,12,Wynkoop Brewing Company,Denver, CO
Rail Yard Ale,0.052,NA,American Amber / Red Ale,12,Wynkoop Brewing Company,Denver, CO
B3K Black Lager,0.055,NA,Schwarzbier,12,Wynkoop Brewing Company,Denver, CO
Silverback Pale Ale,0.055,40,American Pale Ale (APA),12,Wynkoop Brewing Company,Denver, CO
Rail Yard Ale (2009),0.052,NA,American Amber / Red Ale,12,Wynkoop Brewing Company,Denver, CO
First Press,0.05,NA,Cider,12,Ciderboys,Stevens Point, WI
Magic Apple,0.05,NA,Cider,12,Ciderboys,Stevens Point, WI
Quakertown Stout,0.092,50,American Double / Imperial Stout,12,Armadillo Ale Works,Denton, TX
Greenbelt Farmhouse Ale,0.051,20,Saison / Farmhouse Ale,12,Armadillo Ale Works,Denton, TX
Track 1 Amber Lager,0.045,NA,American Amber / Red Lager,16,Roanoke Railhouse Brewery,Roanoke, VA
Schlafly Yakima Wheat Ale,0.05,45,American Pale Wheat Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Black Lager,0.05,NA,Schwarzbier,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly IPA,0.045,30,American IPA,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly American Brown Ale,0.05,30,American Brown Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Hefeweizen,0.041,16,Hefeweizen,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Summer Lager,0.045,17,Munich Helles Lager,12,Schlafly Brewing Company,Saint Louis, MO
Green Bullet Organic India Pale Ale,0.07,45,American IPA,16,Asher Brewing Company,Boulder, CO
Face Plant IPA,0.062,65,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA
Rhino Chasers Pilsner,0.056,55,Czech Pilsener,12,Lost Rhino Brewing Company,Ashburn, VA
Paleo IPA,0.06,NA,English India Pale Ale (IPA),12,North Country Brewing Company,Slippery Rock, PA
Buck Snort Stout,0.061,NA,American Stout,12,North Country Brewing Company,Slippery Rock, PA
Station 33 Firehouse Red,0.055,NA,Irish Red Ale,12,North Country Brewing Company,Slippery Rock, PA
Slimy Pebble Pils,0.045,NA,German Pilsener,12,North Country Brewing Company,Slippery Rock, PA
Blur India Pale Ale,0.074,60,American IPA,12,Seabright Brewery,Santa Cruz, CA
Gateway Kolsch Style Ale,0.053,32,Kölsch,12,French Broad Brewery,Asheville, NC
Wee-Heavy-Er Scotch Ale,0.07,24,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville, NC
13 Rebels ESB,0.052,42,Extra Special / Strong Bitter (ESB),12,French Broad Brewery,Asheville, NC
Angry Orchard Apple Ginger,0.05,NA,Cider,16,Angry Orchard Cider Company,Cincinnati, OH
Angry Orchard Crisp Apple,0.05,NA,Cider,16,Angry Orchard Cider Company,Cincinnati, OH
Angry Orchard Crisp Apple,0.05,NA,Cider,12,Angry Orchard Cider Company,Cincinnati, OH
No Limits Hefeweizen,0.05,NA,Hefeweizen,16,Two Roads Brewing Company,Stratford, CT
Honeyspot Road White IPA,0.06,NA,American White IPA,12,Two Roads Brewing Company,Stratford, CT
Road 2 Ruin Double IPA,0.072,NA,American Double / Imperial IPA,12,Two Roads Brewing Company,Stratford, CT
Workers Comp Saison,0.048,NA,Saison / Farmhouse Ale,12,Two Roads Brewing Company,Stratford, CT
Ol' Factory Pils,0.05,NA,German Pilsener,12,Two Roads Brewing Company,Stratford, CT
Na Zdraví Pilsner,0.048,32,Czech Pilsener,16,Southern Oregon Brewing Company,Medford, OR
Nice Rack IPA,0.055,65,American IPA,16,Southern Oregon Brewing Company,Medford, OR
East India Pale Ale,0.068,47,English India Pale Ale (IPA),16,Brooklyn Brewery,Brooklyn, NY
Brooklyn Summer Ale,0.045,NA,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
East India Pale Ale,0.068,47,English India Pale Ale (IPA),12,Brooklyn Brewery,Brooklyn, NY
Brooklyn Summer Ale (2011),0.045,NA,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
Brooklyn Lager (16 oz.),0.052,NA,American Amber / Red Lager,16,Brooklyn Brewery,Brooklyn, NY
Brooklyn Lager (12 oz.),0.052,NA,American Amber / Red Lager,12,Brooklyn Brewery,Brooklyn, NY
Northern Hawk Owl Amber,0.058,NA,American Amber / Red Ale,12,The Right Brain Brewery,Traverse City, MI
CEO Stout,0.059,NA,American Stout,16,The Right Brain Brewery,Traverse City, MI
Will Power Pale Ale,0.047,NA,American Pale Ale (APA),16,The Right Brain Brewery,Traverse City, MI
Longboard Island Lager,0.046,18,American Amber / Red Lager,24,Kona Brewing Company,Kona, HI
Longboard Island Lager,0.046,18,American Amber / Red Lager,16,Kona Brewing Company,Kona, HI
Longboard Island Lager,0.046,18,American Amber / Red Lager,12,Kona Brewing Company,Kona, HI
Longboard Island Lager,0.046,18,American Amber / Red Lager,12,Kona Brewing Company,Kona, HI
SNO White Ale,0.048,NA,Witbier,16,MillKing It Productions,Royal Oak, MI
BRIK Irish Red Ale,0.048,NA,Irish Red Ale,16,MillKing It Productions,Royal Oak, MI
AXL Pale Ale,NA,NA,American Pale Ale (APA),16,MillKing It Productions,Royal Oak, MI
Rustic Red,0.052,23,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO
Stimulator Pale Ale,0.053,48,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO
Old Town Ale,0.045,22,Kölsch,16,Pateros Creek Brewing Company,Fort Collins, CO
Car 21,0.044,28,English Bitter,16,Pateros Creek Brewing Company,Fort Collins, CO
Cache La Porter,0.05,24,American Porter,16,Pateros Creek Brewing Company,Fort Collins, CO
O'Fallon Pumpkin Beer,0.055,NA,Pumpkin Ale,12,O'Fallon Brewery,O'Fallon, MO
5 Day IPA,0.061,66,American IPA,12,O'Fallon Brewery,O'Fallon, MO
O'Fallon Wheach,0.051,7,Fruit / Vegetable Beer,12,O'Fallon Brewery,O'Fallon, MO
Marble Pilsner,0.047,NA,German Pilsener,12,Marble Brewery,Albuquerque, NM
Marble India Pale Ale,0.062,NA,American IPA,12,Marble Brewery,Albuquerque, NM
Jack Pine Savage,0.053,43,American Pale Ale (APA),16,Big Wood Brewery,Vadnais Heights, MN
Forest Fire Imperial Smoked Rye,0.099,85,Rye Beer,16,Big Wood Brewery,Vadnais Heights, MN
Bad Axe Imperial IPA,0.098,76,American Double / Imperial IPA,16,Big Wood Brewery,Vadnais Heights, MN
Morning Wood,0.055,35,Oatmeal Stout,16,Big Wood Brewery,Vadnais Heights, MN
Bark Bite IPA,0.066,50,American IPA,16,Big Wood Brewery,Vadnais Heights, MN
Trail Maker Pale Ale,0.065,NA,American Pale Ale (APA),12,Howard Brewing Company,Lenoir, NC
Action Man Lager,0.055,NA,Vienna Lager,12,Howard Brewing Company,Lenoir, NC
Cranberry Blend,0.049,NA,Cider,12,Downeast Cider House,Leominster, MA
Orignal Blend,0.051,NA,Cider,12,Downeast Cider House,Leominster, MA
Big Nose,0.073,50,American IPA,12,Swamp Head Brewery,Gainesville, FL
Cotton Mouth,0.05,10,Witbier,12,Swamp Head Brewery,Gainesville, FL
Stump Knocker Pale Ale,0.056,35,American Pale Ale (APA),12,Swamp Head Brewery,Gainesville, FL
Midnight Oil,0.05,38,Oatmeal Stout,12,Swamp Head Brewery,Gainesville, FL
Wild Night,0.059,18,Cream Ale,12,Swamp Head Brewery,Gainesville, FL
Pit Stop Chocolate Porter,0.037,34,American Porter,12,Mavericks Beer Company,Half Moon Bay, CA
Pace Setter Belgian Style Wit,0.037,21,Witbier,12,Mavericks Beer Company,Half Moon Bay, CA
Back in the Saddle Rye Pale Ale,0.037,53,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA
Dodgy Knight Imperial IPA,0.08,95,American Double / Imperial IPA,12,TailGate Beer,San Diego, CA
TailGate Saison,0.05,NA,Saison / Farmhouse Ale,12,TailGate Beer,San Diego, CA
TailGate IPA,0.05,44,American IPA,24,TailGate Beer,San Diego, CA
TailGate IPA,0.05,44,American IPA,12,TailGate Beer,San Diego, CA
TailGate Hefeweizen,0.049,28,Hefeweizen,24,TailGate Beer,San Diego, CA
Blacktop Blonde,0.05,19,American Blonde Ale,24,TailGate Beer,San Diego, CA
Blacktop Blonde,0.05,19,American Blonde Ale,12,TailGate Beer,San Diego, CA
TailGate Hefeweizen,0.049,28,Hefeweizen,12,TailGate Beer,San Diego, CA
Hoppy Bitch IPA,0.063,NA,American IPA,16,Northwest Brewing Company,Pacific, WA
Three Skulls Ale Pale Ale,0.063,42,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA
Dank IPA,0.065,NA,American IPA,16,Dad & Dude's Breweria,Aurora, CO
Dank IPA (2012),0.065,NA,American IPA,16,Dad & Dude's Breweria,Aurora, CO
All American Blonde Ale,0.05,NA,American Blonde Ale,12,Centennial Beer Company,Edwards, CO
All American Red Ale,0.05,NA,American Amber / Red Ale,12,Centennial Beer Company,Edwards, CO
Chuli Stout,0.059,55,Irish Dry Stout,12,Denali Brewing Company,Talkeetna, AK
Mother Ale,0.056,46,American Blonde Ale,12,Denali Brewing Company,Talkeetna, AK
Twister Creek India Pale Ale,0.065,71,American IPA,12,Denali Brewing Company,Talkeetna, AK
Single Engine Red,0.058,46,Irish Red Ale,12,Denali Brewing Company,Talkeetna, AK
Mirror Pond Pale Ale,0.05,40,American Pale Ale (APA),12,Deschutes Brewery,Bend, OR
Dam Lager,0.045,NA,American Amber / Red Lager,12,Sunken City Brewing Company,Hardy, VA
Red Clay IPA,0.07,NA,American IPA,12,Sunken City Brewing Company,Hardy, VA
Hips Don't Lie,0.062,NA,Hefeweizen,16,Lucette Brewing Company,Menominie, WI
Ride Again Pale Ale,0.052,NA,American Pale Ale (APA),16,Lucette Brewing Company,Menominie, WI
The Farmer's Daughter,0.048,NA,American Blonde Ale,16,Lucette Brewing Company,Menominie, WI
Bomber Mountain Amber Ale (2013),0.046,20,American Amber / Red Ale,12,The Black Tooth Brewing Company,Sheridan, WY
Indian Paintbrush IPA,0.07,75,American IPA,12,The Black Tooth Brewing Company,Sheridan, WY
Saddle Bronc Brown Ale (2013),0.048,16,English Brown Ale,12,The Black Tooth Brewing Company,Sheridan, WY
